ASIN,YEAR,MONTH,DAY,STAR_5,STAR_4,STAR_3,STAR_2,STAR_1,STAR_AVG
B00BAVLSHM,2022,1,24,93,5,1,1,1,4.9
B01MQGE4FL,2022,1,24,88,9,2,0,1,4.8
B079SN9H8F,2022,1,24,80,9,4,2,5,4.6
B01NCYSSOW,2022,1,24,81,11,5,1,1,4.7
B07Q58TC9F,2022,1,24,81,10,5,2,2,4.7
B017LXVKRA,2022,1,24,80,11,5,2,2,4.7
B01DVKRJSQ,2022,1,24,81,6,5,3,4,4.6
B08RD43V4H,2022,1,24,89,8,1,1,1,4.8
B082YVMH2N,2022,1,24,75,0,0,0,25,4
B01AT0D3MW,2022,1,24,84,10,3,1,1,4.8
B081R3C6L6,2022,1,24,85,10,2,1,2,4.7
B005C2NBD4,2022,1,24,75,12,7,2,4,4.5
B07FYK23Y4,2022,1,24,87,9,3,1,1,4.8
B07NJ1LXDZ,2022,1,24,91,9,0,0,0,4.9
B00DQSKVIO,2022,1,24,73,16,6,2,3,4.5
B08HJQR8MD,2022,1,24,69,16,9,3,4,4.4
B07FYV6WS3,2022,1,24,84,10,3,1,1,4.8
B00TDERQWO,2022,1,24,64,18,10,3,4,4.3
B00FSD47I0,2022,1,24,73,14,8,2,3,4.5
B0017IAF2M,2022,1,24,72,15,6,3,3,4.5
B0014CXCMG,2022,1,24,87,9,3,1,1,4.8
B09425Z232,2022,1,24,57,23,13,0,8,4.2
B097CBG9N5,2022,1,24,100,0,0,0,0,5
B0018MIT70,2022,1,24,71,13,8,3,6,4.4
B01LTHKZL6,2022,1,24,81,13,4,1,1,4.7
B08PLB1HRH,2022,1,24,89,8,2,1,1,4.8
B01ABM8XC8,2022,1,24,86,7,3,2,3,4.7
B00DQSKVIO,2022,1,24,73,16,6,2,3,4.5
B08HJQR8MD,2022,1,24,69,16,9,3,4,4.4
B07FYV6WS3,2022,1,24,84,10,3,1,1,4.8
B00U2VR1JA,2022,1,24,70,16,8,2,5,4.4
B071LHYS4J,2022,1,24,83,11,4,1,1,4.7
B00TDERQWO,2022,1,24,64,18,10,3,4,4.3
B00FSD47I0,2022,1,24,73,14,8,2,3,4.5
B0017IAF2M,2022,1,24,72,15,6,3,3,4.5
B00YNH6WLM,2022,1,24,80,11,5,1,3,4.6
B0014CXCMG,2022,1,24,87,9,3,1,1,4.8
B00CHTWNWU,2022,1,24,81,14,3,1,1,4.7
B01K4Q1P8U,2022,1,24,89,7,3,1,1,4.8
B08LR4DQLC,2022,1,24,88,8,2,1,1,4.8
B07FYLZ7GK,2022,1,24,87,9,3,0,1,4.8
B085C4KJL1,2022,1,24,100,0,0,0,0,5
B00XOQCHBW,2022,1,24,81,12,4,1,2,4.7
B00XDX7MQQ,2022,1,24,82,10,4,2,3,4.7
B08372XNYT,2022,1,24,85,11,3,1,1,4.8
B079QCV5KN,2022,1,24,86,9,3,1,1,4.8
B08P6XQ4DX,2022,1,24,80,11,5,1,2,4.7
B0784MZQZ9,2022,1,24,82,10,4,2,2,4.7
B077T2VVF2,2022,1,24,87,9,2,1,1,4.8
B07BMY4FXT,2022,1,24,75,14,6,2,2,4.6
B07ZDHB832,2022,1,24,79,14,4,1,2,4.7
B00127S53E,2022,1,24,79,13,5,2,1,4.7
B00GVG1CIQ,2022,1,24,84,10,3,1,1,4.7
B08B79QBC7,2022,1,24,79,12,7,2,0,4.7
B08HJQR8MD,2022,1,24,69,16,9,3,4,4.4
B07Z7X5VCV,2022,1,24,79,14,4,1,2,4.7
B095J9B2H8,2022,1,24,81,10,5,2,1,4.7
B072K1RYKJ,2022,1,24,66,16,9,4,5,4.4
B0871L1BLL,2022,1,24,90,5,1,1,3,4.8
B07J5JNT1P,2022,1,24,71,15,8,3,4,4.5
B00H5JGEJ0,2022,1,24,83,11,4,1,2,4.7
B000C1Z4XU,2022,1,24,85,8,4,2,1,4.7
B07ZPD63F6,2022,1,24,84,11,3,1,1,4.8
B07ZSCGB2B,2022,1,24,88,7,2,1,2,4.8
B07J57D73R,2022,1,24,69,18,8,3,2,4.5
B09JNZ41MF,2022,1,24,39,31,30,0,0,4.1
B083736JVN,2022,1,24,83,11,4,1,2,4.7
B08TKNMW1Z,2022,1,24,93,4,0,3,0,4.9
B08YPDSS52,2022,1,24,75,17,3,5,0,4.6
B07CYF63QX,2022,1,24,85,11,1,0,3,4.7
B00XAH0FFK,2022,1,24,82,10,4,2,2,4.7
B06XFY5YWP,2022,1,24,77,13,7,2,1,4.6
B0195E8B4I,2022,1,24,86,6,0,8,0,4.7
B079W94WGN,2022,1,24,78,14,5,1,2,4.6
B004P5OH3C,2022,1,24,80,11,4,2,3,4.6
B005EY2VQS,2022,1,24,82,9,5,1,3,4.7
B00OQ1ZKO0,2022,1,24,77,15,5,1,1,4.7
B01CPZOCOC,2022,1,24,69,13,8,5,5,4.4
B07TJG8P1W,2022,1,24,77,14,6,2,2,4.6
B083RCJS6Q,2022,1,24,68,16,8,4,4,4.4
B00B22BCJS,2022,1,24,78,10,6,3,3,4.6
B09BYH8T3L,2022,1,24,0,0,0,0,0,0
B004O2KHXK,2022,1,24,80,11,6,1,2,4.6
B07FZ2ZX8W,2022,1,24,89,8,2,1,1,4.8
B00R1P82UW,2022,1,24,71,16,8,2,2,4.5
B07K2Z4BFC,2022,1,24,75,11,10,5,0,4.6
B09KNZMM6D,2022,1,24,26,54,20,0,0,4.1
B001440150,2022,1,24,70,13,8,3,6,4.4
B07FTVQVPB,2022,1,24,87,8,2,1,2,4.8
B085CKG9VQ,2022,1,24,84,8,4,2,2,4.7
B07T6JFX6W,2022,1,24,69,17,8,3,3,4.5
B08TKNMW1Z,2022,1,24,93,4,0,3,0,4.9
B0002FCB6E,2022,1,24,77,13,7,2,1,4.6
B00J0AZU7Y,2022,1,24,85,10,3,1,1,4.8
B07ZSCGVJK,2022,1,24,86,8,4,1,1,4.8
B08KBBYTD7,2022,1,24,76,15,5,2,1,4.6
B07WQSSDZN,2022,1,24,79,11,6,2,2,4.6
B06XFLP11Z,2022,1,24,85,10,3,1,1,4.8
B07T9F63MQ,2022,1,24,82,8,5,3,3,4.6
B01ABM8A58,2022,1,24,90,5,1,3,1,4.8
B07NSR1CSP,2022,1,24,76,9,8,3,4,4.5
B01ABM77DE,2022,1,24,88,8,2,1,1,4.8
B084D75H5C,2022,1,24,70,13,7,5,5,4.4
B074XPCV4J,2022,1,24,87,9,2,0,2,4.8
B00SUYMY4I,2022,1,24,77,11,5,2,4,4.5
B01NCM2JI1,2022,1,24,85,9,4,1,1,4.8
B07YF5GQ4W,2022,1,24,77,13,6,2,2,4.6
B00DGDH51K,2022,1,24,73,16,3,6,3,4.5
B083FB44H8,2022,1,24,86,10,1,1,1,4.8
B0821KYMP6,2022,1,24,86,9,3,1,2,4.8
B078XXPH3S,2022,1,24,86,7,4,1,1,4.8
B01IAFHJMS,2022,1,24,77,11,6,2,3,4.6
B08WCK6YC1,2022,1,24,74,13,7,2,4,4.5
B07V27BX6R,2022,1,24,72,13,8,3,5,4.4
B097CBS3GD,2022,1,24,0,0,0,0,0,0
B00QJE8SKU,2022,1,24,85,11,2,0,2,4.8
B000Q43TQ2,2022,1,24,74,12,6,3,4,4.5
B08SR5V9N3,2022,1,24,83,13,2,2,0,4.8
B0743YVR3Q,2022,1,24,73,17,7,3,1,4.6
B004HFT6R2,2022,1,24,87,8,2,1,2,4.8
B00OGL25B6,2022,1,24,82,11,4,1,1,4.7
B08BTCCNPM,2022,1,24,81,14,4,1,1,4.7
B00GFYV6V2,2022,1,24,90,6,2,0,1,4.9
B00GI3GINQ,2022,1,24,85,8,2,1,5,4.7
B071YSN6JN,2022,1,24,64,18,11,4,3,4.4
B09CS1DWP7,2022,1,24,71,29,0,0,0,4.7
B07XMY541W,2022,1,24,85,8,5,1,2,4.7
B01IULBONC,2022,1,24,86,9,2,1,1,4.8
B00VAID10M,2022,1,24,75,13,8,2,3,4.5
B00HQLBTFG,2022,1,24,67,15,8,4,6,4.3
B00JF2PTIW,2022,1,24,80,14,4,0,2,4.7
B07ZZM6CKW,2022,1,24,82,7,5,2,4,4.6
B008UTFOG8,2022,1,24,83,8,3,2,4,4.6
B06XZZWTL6,2022,1,24,82,9,5,2,3,4.6
B00FYKZZ92,2022,1,24,79,8,6,3,5,4.5
B007IX8ARW,2022,1,24,91,6,1,1,0,4.9
B0779BMXTN,2022,1,24,85,10,3,1,2,4.7
B07NMR3RZP,2022,1,24,84,11,3,1,1,4.8
B08TLQ8JXH,2022,1,24,63,23,5,3,6,4.4
B002TSA91Q,2022,1,24,61,9,4,6,20,3.8
B082QBPDJC,2022,1,24,78,12,5,2,2,4.6
B08LFGWC3R,2022,1,24,88,8,2,1,1,4.8
B07Y7WS5K8,2022,1,24,74,13,7,3,3,4.5
B001440150,2022,1,24,70,13,8,3,6,4.4
B00SUYMY4I,2022,1,24,77,11,5,2,4,4.5
B01JA9NF0S,2022,1,24,74,11,7,2,5,4.5
B08D8VGDFM,2022,1,24,63,19,11,3,3,4.4
B00KFG8L0A,2022,1,24,82,10,4,2,2,4.7
B00A2EWQGU,2022,1,24,85,8,5,0,2,4.7
B000NI68E6,2022,1,24,72,12,6,4,6,4.4
B00TRKN2TU,2022,1,24,68,8,6,7,11,4.1
B082QBPDJB,2022,1,24,77,13,5,2,2,4.6
B01LZDJAOU,2022,1,24,82,11,4,1,2,4.7
B077T2VWS7,2022,1,24,89,8,2,1,1,4.8
B08373SD4C,2022,1,24,82,12,3,1,1,4.7
B00CS742VG,2022,1,24,0,0,0,0,0,0
B06XJ5XMV9,2022,1,24,85,9,3,1,1,4.8
B07VQJTT71,2022,1,24,57,24,11,3,5,4.2
B019SWM33M,2022,1,24,89,5,5,1,0,4.8
B08LFKZ9JF,2022,1,24,88,8,2,1,1,4.8
B099QXPTNQ,2022,1,24,73,13,9,2,3,4.5
B097C7S5RM,2022,1,24,0,0,0,0,0,0
B079P9J3T5,2022,1,24,73,15,5,4,3,4.5
B07CHDG8PZ,2022,1,24,80,12,5,1,2,4.7
B09L93GT8Y,2022,1,24,77,14,3,1,5,4.6
B07SPNSKGQ,2022,1,24,88,6,3,1,3,4.8
B01A5UANOW,2022,1,24,82,12,3,1,2,4.7
B012UCBDII,2022,1,24,91,6,2,0,1,4.8
B082YTXRRX,2022,1,24,77,12,6,2,3,4.6
B09PVRJCQJ,2022,1,24,0,0,0,0,0,0
B07MKS1C8B,2022,1,24,72,15,7,3,3,4.5
B0849PNX3Y,2022,1,24,78,10,6,3,4,4.6
B01N326I3S,2022,1,24,72,15,7,3,3,4.5
B07DQN73VN,2022,1,24,82,9,5,2,2,4.7
B0746R888P,2022,1,24,83,8,5,2,1,4.7
B09C6SQ1DM,2022,1,24,0,0,0,0,0,0
B0941XRHH7,2022,1,24,72,11,9,5,3,4.4
B000F8HYK6,2022,1,24,78,6,10,0,6,4.5
B075N8CDGT,2022,1,24,70,15,8,3,4,4.4
B001E96L2C,2022,1,24,82,10,5,1,2,4.7
B08LQ5FGBY,2022,1,24,88,9,2,0,1,4.8
B00MEDUKCE,2022,1,24,88,7,3,1,1,4.8
B01M4QMQ4B,2022,1,24,85,9,3,1,1,4.8
B004JC3PBQ,2022,1,24,84,11,3,1,1,4.7
B099HG2XJQ,2022,1,24,73,12,6,4,4,4.5
B074Y6JCF3,2022,1,24,74,12,7,3,4,4.5
B08B437225,2022,1,24,63,16,11,8,2,4.3
B07NLKSJV9,2022,1,24,76,16,8,0,0,4.7
B00RY22O6U,2022,1,24,79,10,7,1,3,4.6
B08PFFCSVL,2022,1,24,88,7,2,1,1,4.8
B07NJPSDL6,2022,1,24,65,18,11,4,3,4.4
B07DTJM47S,2022,1,24,89,8,2,0,1,4.8
B08PCPW8KL,2022,1,24,86,10,3,1,0,4.8
B003B6FFNC,2022,1,24,78,12,5,2,3,4.6
B08FTWMQ1P,2022,1,24,82,13,3,0,2,4.7
B06XZMB611,2022,1,24,81,11,5,1,2,4.7
B099R1X5YR,2022,1,24,64,21,6,9,0,4.4
B08TNXLWDR,2022,1,24,85,10,2,1,2,4.8
B00S5F6YM0,2022,1,24,82,11,2,2,3,4.7
B01CJ3HI0A,2022,1,24,81,9,10,0,0,4.7
B09LJ2RBH4,2022,1,24,65,18,18,0,0,4.5
B0000535UW,2022,1,24,74,12,6,3,4,4.5
B09KP23485,2022,1,24,26,54,20,0,0,4.1
B00J2AP9X2,2022,1,24,78,10,6,2,4,4.6
B08Q27DTBP,2022,1,24,73,15,7,2,3,4.5
B07HND6YC1,2022,1,24,67,9,0,0,24,4
B095PRJMLH,2022,1,24,80,4,6,4,6,4.5
B002LFLPQA,2022,1,24,76,12,7,2,4,4.5
B0777KRYCH,2022,1,24,59,13,13,6,10,4.1
B089FBPMC6,2022,1,24,63,16,11,4,6,4.3
B000PKK11I,2022,1,24,77,6,7,4,6,4.4
B08HDKHJK5,2022,1,24,71,13,8,3,5,4.4
B01M1NBFDD,2022,1,24,67,13,9,4,7,4.3
B083QNQQP9,2022,1,24,57,14,12,6,10,4
B00178I6O6,2022,1,24,78,11,7,2,3,4.6
B08QYF6698,2022,1,24,72,15,7,3,3,4.5
B07XVTVT4S,2022,1,24,73,14,8,3,3,4.5
B089FJBN4Z,2022,1,24,64,16,11,4,6,4.3
B004BJ5CAO,2022,1,24,76,12,6,2,3,4.6
B01M4K32OR,2022,1,24,66,17,13,2,3,4.4
B00IOWYHJ6,2022,1,24,56,13,12,7,12,3.9
B07NCNL3ZW,2022,1,24,68,13,9,5,6,4.3
B07P7KHZJL,2022,1,24,67,12,9,4,7,4.3
B095Y7JG32,2022,1,24,60,14,11,6,8,4.1
B073WZPJ2V,2022,1,24,67,16,8,3,6,4.3
B06XF16MWM,2022,1,24,69,13,8,4,6,4.3
B0032RMX3U,2022,1,24,88,7,3,1,1,4.8
B00PFCT5NG,2022,1,24,75,8,6,4,7,4.4
B0946PB9PB,2022,1,24,64,14,9,6,7,4.2
B07BMY1FK7,2022,1,24,76,10,6,3,5,4.5
B08RDQBTVD,2022,1,24,55,15,12,7,11,3.9
B09C8J6L29,2022,1,24,64,0,0,0,36,3.6
B098SF6WLC,2022,1,24,65,27,8,0,0,4.6
B09F8RD8H2,2022,1,24,49,7,11,12,21,3.5
B09FM3V16C,2022,1,24,59,18,14,6,2,4.3
B08MWH13BJ,2022,1,24,64,15,10,4,7,4.3
B00OW9NDKE,2022,1,24,71,12,8,3,5,4.4
B01J7DN304,2022,1,24,61,16,12,6,5,4.2
B01EZ8M6TA,2022,1,24,67,14,9,4,5,4.3
B082YQ521J,2022,1,24,56,15,13,6,10,4
B08H49XLQM,2022,1,24,72,13,8,3,4,4.5
B003KW1978,2022,1,24,84,8,4,0,4,4.7
B08J489QBS,2022,1,24,58,14,13,5,10,4.1
B00178RI0Y,2022,1,24,82,9,5,1,3,4.6
B01IAECEF6,2022,1,24,89,6,3,0,2,4.8
B009WI26RQ,2022,1,24,63,14,9,5,8,4.2
B075XG1WDB,2022,1,24,79,7,7,1,6,4.5
B00J2APS2Y,2022,1,24,78,10,6,2,4,4.6
B08SWHKGMF,2022,1,24,58,15,12,6,9,4.1
B09167GXBB,2022,1,24,72,16,7,5,0,4.6
B07GZY15MY,2022,1,24,68,15,8,4,5,4.4
B07XT1BNVH,2022,1,24,58,16,12,6,8,4.1
B001LFER98,2022,1,24,72,14,8,2,4,4.5
B09HL7XK4V,2022,1,24,100,0,0,0,0,5
B08L8ZFFKJ,2022,1,24,73,15,7,2,3,4.5
B01BAOEW62,2022,1,24,81,9,3,3,4,4.6
B08XY6R7B5,2022,1,24,90,0,0,0,10,4.6
B00P1IYUFM,2022,1,24,76,10,7,2,6,4.5
B00JFGR9CM,2022,1,24,68,12,9,0,12,4.2
B01BOM2ZWS,2022,1,24,82,5,8,5,0,4.6
B09K41S6Z6,2022,1,24,92,8,0,0,0,4.9
B098PBY9JJ,2022,1,24,48,12,13,10,16,3.7
B083QNQQP9,2022,1,24,57,14,12,6,10,4
B01GEWSZ8G,2022,1,24,58,14,11,10,7,4.1
B00JFGMBOS,2022,1,24,68,12,9,0,12,4.2
B07PVMFF8J,2022,1,24,79,9,4,2,5,4.5
B01ETXDQQI,2022,1,24,68,17,8,3,4,4.4
B07GNJH9ZQ,2022,1,24,87,8,2,2,1,4.8
B07QGK7WY4,2022,1,24,100,0,0,0,0,5
B08GG25RNF,2022,1,24,56,15,13,7,10,4
B07GNHV1WT,2022,1,24,83,2,9,4,3,4.6
B00178HDPO,2022,1,24,68,15,8,4,6,4.3
B00YFQ1JH8,2022,1,24,64,15,10,5,7,4.2
B01N2BCFHV,2022,1,24,74,13,6,2,5,4.5
B01AKZO9E2,2022,1,24,71,13,10,0,6,4.4
B07T3RFDJ5,2022,1,24,72,16,7,2,3,4.5
B07ZR3D79K,2022,1,24,75,13,6,2,4,4.5
B011XF0YQ0,2022,1,24,75,11,3,3,8,4.4
B09JS9XBB4,2022,1,24,34,33,33,0,0,4
B00J2AP9OG,2022,1,24,78,10,6,2,4,4.6
B000H3F9DI,2022,1,24,90,7,3,0,0,4.9
B078VNH5MR,2022,1,24,60,15,13,5,7,4.1
B07C74Q9J6,2022,1,24,71,10,9,4,6,4.3
B00SNNR88I,2022,1,24,73,13,7,3,4,4.5
B0894BB687,2022,1,24,53,11,15,9,11,3.9
B07KP46J7J,2022,1,24,54,14,13,8,11,3.9
B01LXFQPMI,2022,1,24,57,13,11,7,11,4
B01GC6UXBQ,2022,1,24,68,15,9,3,5,4.4
B00570GWCI,2022,1,24,87,6,2,2,3,4.7
B000H3CPNU,2022,1,24,81,6,11,0,2,4.6
B0006LNKKK,2022,1,24,77,13,5,1,4,4.6
B0006LNKFK,2022,1,24,72,17,5,2,3,4.5
B083724KFD,2022,1,24,74,12,7,3,4,4.5
B08GZ1FK71,2022,1,24,44,10,16,10,20,3.5
B082YPR3DF,2022,1,24,56,15,13,6,10,4
B092RDZ9Y6,2022,1,24,70,10,10,5,6,4.3
B01N02WPEW,2022,1,24,46,31,0,22,0,4
B00AX5X89M,2022,1,24,68,15,9,4,5,4.4
B000AM17X2,2022,1,24,80,11,3,3,3,4.6
B07BGJ59MR,2022,1,24,63,12,9,5,11,4.1
B07RR9VW3V,2022,1,24,72,21,4,0,4,4.6
B09JDWX3JQ,2022,1,24,0,0,0,0,0,0
B08GYZYNM8,2022,1,24,44,10,16,10,20,3.5
B08S78HB96,2022,1,24,58,16,12,5,9,4.1
B08S3K3R1Q,2022,1,24,55,16,13,6,10,4
B09KTMCMNY,2022,1,24,46,0,0,27,27,3.1
B001P2JZBC,2022,1,24,74,13,6,3,4,4.5
B01IJ6XS0U,2022,1,24,74,12,6,5,3,4.5
B000H3I408,2022,1,24,83,5,6,1,4,4.6
B00PL15X96,2022,1,24,79,8,6,1,6,4.5
B07KFQSP68,2022,1,24,75,13,8,3,0,4.6
B003VIWF4C,2022,1,24,65,22,13,0,0,4.5
B0006LNJZ6,2022,1,24,74,11,8,3,4,4.5
B07B4R4SDF,2022,1,24,64,14,11,5,6,4.3
B007WN4ZT0,2022,1,24,85,4,6,2,3,4.7
B095YH77P6,2022,1,24,54,14,14,6,13,3.9
B006WZ9X8M,2022,1,24,72,12,7,3,6,4.4
B075FZTK91,2022,1,24,64,15,11,5,6,4.3
B00ON1HJDS,2022,1,24,70,13,7,3,6,4.4
B09JMBLR8C,2022,1,24,0,0,0,0,0,0
B095M11PV8,2022,1,24,66,14,9,6,5,4.3
B01FT41XSO,2022,1,24,68,12,9,0,12,4.2
B07JRBVWZF,2022,1,24,56,44,0,0,0,4.6
B07PT9ZXX3,2022,1,24,48,15,16,10,11,3.8
B08SJVQSBS,2022,1,24,58,23,12,6,0,4.3
B08GYZYNM8,2022,1,24,44,10,16,10,20,3.5
B08S78HB96,2022,1,24,58,16,12,5,9,4.1
B08S3K3R1Q,2022,1,24,55,16,13,6,10,4
B08H3VTMQW,2022,1,24,72,14,8,3,4,4.5
B01MQZ89I9,2022,1,24,69,14,8,3,5,4.4
B002H950MA,2022,1,24,81,10,4,2,2,4.7
B074ZN8X96,2022,1,24,60,24,0,0,16,4.1
B01IJ6XS0U,2022,1,24,74,12,6,5,3,4.5
B000H3I408,2022,1,24,83,5,6,1,4,4.6
B00PL15X96,2022,1,24,79,8,6,1,6,4.5
B09MSXMMSM,2022,1,24,100,0,0,0,0,5
B09KTMCMNY,2022,1,24,46,0,0,27,27,3.1
B07KFQSP68,2022,1,24,75,13,8,3,0,4.6
B07G5CV1D2,2022,1,24,50,17,14,8,11,3.9
B00PFCT5U4,2022,1,24,78,10,7,2,3,4.6
B003VIWF4C,2022,1,24,65,22,13,0,0,4.5
B0006LNJZ6,2022,1,24,74,11,8,3,4,4.5
B07B4R4SDF,2022,1,24,64,14,11,5,6,4.3
B007WN4ZT0,2022,1,24,85,4,6,2,3,4.7
B095YH77P6,2022,1,24,54,14,14,6,13,3.9
B006WZ9X8M,2022,1,24,72,12,7,3,6,4.4
B075FZTK91,2022,1,24,64,15,11,5,6,4.3
B07GF7CQNG,2022,1,24,68,14,8,3,6,4.4
B00ON1HJDS,2022,1,24,70,13,7,3,6,4.4
B08371XGTF,2022,1,24,74,12,7,3,4,4.5
B01JZNFE3U,2022,1,24,68,17,8,3,4,4.4
B09G9GSY9Q,2022,1,24,0,34,32,0,35,2.6
B07MJHLLG1,2022,1,24,92,5,3,0,0,4.9
B004BCX924,2022,1,24,74,14,8,2,3,4.6
B07TTCVPDF,2022,1,24,56,18,12,5,8,4.1
B00GN0D2T2,2022,1,24,74,11,4,3,7,4.4
B09NM558Q1,2022,1,24,0,0,0,0,0,0
B09PBPM25Q,2022,1,24,73,12,8,6,0,4.5
B01E5279IO,2022,1,24,68,12,10,3,7,4.3
B00PFCTBG2,2022,1,24,82,7,6,2,2,4.6
B07PBM1D57,2022,1,24,68,13,9,4,5,4.3
B00CUGNRNY,2022,1,24,71,15,7,3,4,4.5
B07XTRWYTJ,2022,1,24,67,15,9,4,5,4.3
B07Z9X42QK,2022,1,24,68,17,8,3,4,4.4
B01LXFCBIE,2022,1,24,74,11,7,0,8,4.4
B00YJJWDEY,2022,1,24,64,10,10,7,9,4.1
B07GH5TRXC,2022,1,24,66,12,9,5,7,4.2
B00795ULZI,2022,1,24,68,15,5,7,5,4.3
B01IJ4F1NE,2022,1,24,76,10,8,3,3,4.5
B000H3GWX4,2022,1,24,86,0,5,4,6,4.6
B06XRTVGTF,2022,1,24,65,14,9,5,7,4.3
B00GW557GE,2022,1,24,63,10,11,9,7,4.1
B01BZON0DI,2022,1,24,88,4,4,3,2,4.7
B07GXD9ZG7,2022,1,24,73,11,9,2,5,4.4
B01JMYWY94,2022,1,24,74,19,0,7,0,4.6
B09FF8VVWT,2022,1,24,46,8,15,13,18,3.5
B00J2AWBWY,2022,1,24,78,10,6,2,4,4.6
B0121T4HTC,2022,1,24,84,3,6,6,0,4.6
B08N86XSLX,2022,1,24,69,9,8,9,5,4.3
B08C9LJQ2C,2022,1,24,83,11,4,1,1,4.7
B01ETXDSAW,2022,1,24,68,17,8,3,4,4.4
B00VV8MI4G,2022,1,24,0,0,0,0,0,0
B01BZON0DI,2022,1,24,88,4,4,3,2,4.7
B07GXD9ZG7,2022,1,24,73,11,9,2,5,4.4
B0000531XS,2022,1,24,77,13,3,3,4,4.6
B01JMYWY94,2022,1,24,74,19,0,7,0,4.6
B09FF8VVWT,2022,1,24,46,8,15,13,18,3.5
B013XCQ9CE,2022,1,24,65,9,9,6,11,4.1
B082QZMV9J,2022,1,24,68,14,8,4,6,4.3
B00SBRRCY6,2022,1,24,77,10,9,0,3,4.6
B07Z9WQ72J,2022,1,24,70,17,8,2,3,4.5
B0936ZJ8CT,2022,1,24,56,15,12,5,12,4
B0751G81SS,2022,1,24,100,0,0,0,0,5
B001ET76UI,2022,1,24,89,6,2,1,2,4.8
B00J2APPR2,2022,1,24,78,10,6,2,4,4.6
B00OW9NZOI,2022,1,24,78,0,7,10,5,4.4
B075FX6YHM,2022,1,24,77,12,6,2,3,4.6
B06XF138K1,2022,1,24,64,13,11,4,8,4.2
B07H446RSV,2022,1,24,66,15,9,4,6,4.3
